"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11"
负责效果广告用户行为分析，如用户画像建设、用户兴趣/意图挖掘、相似用户挖掘等； 负责效果广告文本语义分析，如关键词抽取、文本分类、主题建模LDA等； 负责广告受众定向（如行为定向、再营销等）策略研究； 负责效果广告大规模用户数据挖掘开发与研究； 负责效果广告检索、排序算法研究； 负责效果广告转化率预估、转化价值的研究，以及生态闭环建设； 负责效果广告大数据挖掘及并行机器学习算法研究。 工作要求： 本科及以上学历，自然语言处理、机器学习、数据挖掘或相关专业； 2-5年相关工作经验； 基础扎实，编码过关，熟悉常用的算法和数据结构； 熟悉Linux 操作系统开发环境，精通C++，熟悉Python、Java 更好； 有推荐系统、广告系统相关从业经验者优先； 具有海量数据处理和并行计算开发经验者优先。

        
    "
"2269197" "南京" "电子商务,文化娱乐" "YOHO!" "500-2000人" "成熟型(D轮及以上)" "本科" "3-5年" "数据挖掘工程师" "20k-25k" "
        职位描述：
        
        岗位职责:1. 负责数据平台推荐系统的搭建；2. 负责推荐算法的开发和实施；3. 跟踪推荐结果，不断优化算法，提升推荐转化率；
任职资格:1. 计算机，算法，数据挖掘，机器学习等相关专业硕士及以上学历，5年以上工作经验，具有大型推荐系统的搭建和开发经验优先；2. 精通掌握回归分析模型、关联规则挖掘、分类和聚类算法、协同过滤算法等数据统计模型和挖掘算法，了解完整的数据挖掘过程方法论，并有独立完整的建模实践经验优先考虑；3. 精通JAVA, C++，R等常用编程语言，熟练使用数据挖掘算法。4. 了解ORACLE/mysql/db2等常用数据库，具有较强的sql语言功底；5. 了解销售，广告，推广，产品等相关互联网业务，尤其的电商行业推荐工作经验的优先；6. 具有很强的责任心，领导能力，能带领团队完成紧急开发任务。
        
    "
"2439296" "上海" "移动互联网,文化娱乐" "CMC" "50-150人" "成长型(不需要融资)" "本科" "3-5年" "数据挖掘工程师" "16k-30k" "
        职位描述：
        
        
主要职责：
1.   参与业务需求的数据分析
2.   协助模型设计师完成数据源分析工作
3.   负责数据仓库建模、ETL的设计和开发 
4.   负责数据仓库ETL流程的优化及解决ETL相关技术问题
5.   构建用户画像并持续优化
      6.   推荐算法的持续优化

职位要求：
   1.   数学或计算机相关专业
2.   本科以上学历，3年以上BI从业经验
3.   熟练掌握hadoop2.0生态体系
4.   对hive，hbase，hdfs，mapreduce有实际使用经验，对spark等有实际项目经验的优先考虑
5.   熟悉数据ETL原理，熟练应用Datastage，Informatica及开源kettle工具 
6.   熟悉Oracle/mysql数据库，熟练pl/sql编程，有较好的sql性能调优经验
7.   丰富的调度系统设计与开发经验,能够持续优化并提升调度系统 
良好的沟通表达（口头及书面）和文档交付能力


        
    "
"2758328" "杭州" "数据服务" "橙鹰" "50-150人" "成长型(不需要融资)" "硕士" "3-5年" "数据挖掘专家" "20k-35k" "
        职位描述：
        
        1.根据行业、项目、客户的实际情况，挖掘业务需求并清楚的梳理数据情况，通过智能模型的建设更高效的解决用户问题；
2.根据客户需求及行业特点，提炼共性特征，研发适合大数据公共安全治理的算法、模型，更好的提升产品的竞争力；
3.根据算法的发展需求，推进相关数据技术、产品的发展；

职位要求：
1. 硕士以上学历，博士优先，统计学、计算机科学、数学等相关专业，扎实的统计学、数据挖掘、机器学习理论基础；
2. 具有丰富的数据建模实践经验，3年以上相关工作经验； 
3. 扎实的编程基础，精通至少一门编程语言；熟悉R语言优先； 
4. 熟练掌握Hive\SQL； 拥有海量数据处理经验者优先，熟悉Hadoop优先； 
5. 熟悉互联网安全或公共安全，对数据及风险有敏感度，优秀的数据分析技能，能够开发创新而实际的分析方法以解决复杂的问题； 
6. 能够积极创新， 乐于面对挑战， 负责敬业；


        
    "
"2507703" "北京" "移动互联网" "蓦然认知科技" "15-50人" "成长型(A轮)" "硕士" "1-3年" "数据挖掘" "15k-25k" "
        职位描述：
        
        蓦然认知，智能交互决策引擎技术的领航者；
“小蓦机器人”（Mor）是由北京蓦然认知科技有限公司研发的一款智能语音交互及决策引擎。它可为汽车、家居、手机等硬件设备提供流畅的人机对话及决策服务；替代部分人工服务如前台、导游、助理等客服工作，是一个可快速移植，实时学习，多场景融合的机器人认知及交互系统。我们相信小蓦机器人的持续演进将改变人与机器之间的交互方式和信息获取方式，并最终形成全新的物联网入口。


1. 至少有1 年自然语言处理/机器学习/数据挖掘方向的项目或工作经历
2. 数据结构基础扎实，熟练掌握常用算法
3. 熟悉C++编程语言
4. 熟悉Linux开发环境，熟练使用至少一种脚本语言python/perl等
5. 善于思考，有较强的分析与解决问题的能力
6. 踏实，上进，有较强的沟通协作能力

欢迎广大应届毕业生和有经验的AI 狂热者加入我们！
蓦然认知的小蓦机器人带你飞


        
    "
"2806783" "北京" "数据服务,文化娱乐" "网易" "2000人以上" "上市公司" "硕士" "3-5年" "数据挖掘专家" "30k-60k" "
        职位描述：
        
        年薪:50-100w
岗位职责：
1、负责复杂模型的建模和和算法，完成相关的数据挖掘工作
2、有量化分析，风控模型等方向的项目经验
3、指导其他同事完成工作

任职要求：
1、计算机、数学等相关专业硕士及以上学历，有2年以上数据挖掘工作经验；
2、深厚的机器学习，数据挖掘理论和技术基础；
3、对数据敏感、能够洞察数据价值；

        
    "
"2714580" "北京" "移动互联网,O2O" "美团点评" "2000人以上" "成熟型(D轮及以上)" "本科" "3-5年" "资深数据挖掘工程师/专家" "25k-50k" "
        职位描述：
        
        职位描述1. 骑手轨迹、骑手定位数据分析和建模2. 骑手画像、评级、留存等分析和建模3. 订单盈亏分析、配送效率分析和建模职位要求1. 2年以上工作经验，数学、统计、信息工程、经济学硕士2. 精通(R/Python）分析工具，精通（Hql/Sql)，熟悉hadoop、hive、Spark等3. 优秀的逻辑思维能力和业务需求分析能力，较好的沟通交流能力，善于主动思考和行动4. 有轨迹、定位、地图相关经验者优先5. 有商业变现、定价相关经验值优先

关于美团外卖
美团外卖是美团旗下的在线外卖平台，于2013年底正式上线。美团外卖提供的优质平台服务吸引了全国范围内的大量商户入驻。
截至2016年12月，美团外卖日订单量超过900万单，覆盖城市超过1000个，是国内最大的外卖O2O平台。
同时，美团外卖配送团队——美团专送日订单量已突破450万单，代表外卖配送领域的最高水平。
美团外卖以消费者的需求为基础，在保证餐饮外卖优势的基础上，积极进行品类扩张，目前已上线商超、水果、鲜花蛋糕和甜点饮品等多品类的外卖配送服务。
美团外卖一直秉承“消费者第一”的价值观，致力于与优质商家合作，为消费者提供品类丰富的外卖配送服务。
工作地址

        
    "
"2806784" "北京" "数据服务,文化娱乐" "网易" "2000人以上" "上市公司" "硕士" "3-5年" "数据挖掘专家" "30k-60k" "
        职位描述：
        
        年薪:50-100w
岗位职责：
1、负责复杂模型的建模和和算法，完成相关的数据挖掘工作
2、有量化分析，风控模型等方向的项目经验
3、指导其他同事完成工作

任职要求：
1、计算机、数学等相关专业硕士及以上学历，有2年以上数据挖掘工作经验；
2、深厚的机器学习，数据挖掘理论和技术基础；
3、对数据敏感、能够洞察数据价值；

        
    "
"400462" "杭州" "移动互联网,医疗健康" "半个医生" "15-50人" "成长型(A轮)" "硕士" "1-3年" "数据挖掘工程师" "15k-22k" "
        职位描述：
        
        【职位描述】 
1、利用自然语言处理的理论和方法研发分词、词性标注、命名实体识别等基础算法，对用户、百姓日常病症描述和主述进行自然语言处理。
2、负责自然语言症状海量数据挖掘、实体和实体关系抽取、n-gram分析、新词发现、热点发现、分词、句法分析、同义词、纠错等、知识库建设；
3、负责机器学习算法和模型的研发，让模型学习诊断、判断疾病规律；
4、在受控和非受控情况下自然语言进行分解，挖掘，机器学习。
 
【职位要求】
研究生以上学历，数学、计算机、统计学相关专业优先 
1、精通C/C++/Java/paython语言中的一门或多门，精通数据结构和算法设计，熟悉linux系统和脚本编程；
2、熟练掌握自然语言处理/机器翻译等相关的基础理论和方法，有实际项目经验者如（Hadoop/Storm等）优先；
